,Flow,Flow,Flow,Flow,Flow,Flow,Flow,Flow,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow
2016-05-03,0.048,0.042,2.927,0.241,0.112,0.065,3.203,2.586,0.266,0.002,1.269,1.072,0.736,0.177,2.345,0.0,0.315,0.045,4.196,1.313,0.848,0.242,5.548,2.586
2016-05-04,0.048,0.043,2.943,0.244,0.108,0.066,3.226,2.503,0.274,0.002,1.278,1.081,0.746,0.18,2.364,0.0,0.321,0.045,4.222,1.326,0.855,0.246,5.59,2.503
2016-05-05,0.049,0.039,2.91,0.238,0.144,0.064,3.179,2.528,0.281,0.002,1.287,1.091,0.756,0.182,2.382,0.0,0.329,0.042,4.198,1.329,0.9,0.247,5.561,2.528
2016-05-06,0.047,0.034,3.177,0.292,0.127,0.062,3.564,2.499,0.287,0.002,1.296,1.101,0.767,0.185,2.401,0.0,0.334,0.036,4.473,1.393,0.894,0.247,5.965,2.499
2016-05-07,0.046,0.041,3.109,0.278,0.116,0.063,3.464,2.48,0.294,0.002,1.304,1.111,0.777,0.187,2.419,0.0,0.34,0.043,4.413,1.389,0.893,0.25,5.883,2.48
2016-05-08,0.045,0.042,3.263,0.311,0.111,0.059,3.689,2.467,0.299,0.003,1.312,1.121,0.788,0.189,2.437,0.0,0.345,0.045,4.575,1.432,0.898,0.247,6.126,2.467
2016-05-09,0.046,0.047,3.001,0.256,0.108,0.057,3.308,2.47,0.305,0.003,1.319,1.131,0.798,0.191,2.454,0.0,0.35,0.05,4.32,1.387,0.906,0.248,5.762,2.47
2016-05-10,0.048,0.04,2.926,0.241,0.108,0.059,3.201,2.474,0.309,0.003,1.326,1.142,0.809,0.192,2.47,0.0,0.357,0.043,4.251,1.383,0.917,0.252,5.671,2.474
2016-05-11,0.048,0.034,2.799,0.217,0.173,0.051,3.022,2.905,0.313,0.003,1.331,1.152,0.819,0.194,2.486,0.0,0.362,0.037,4.13,1.369,0.992,0.245,5.508,2.905
2016-05-12,0.055,0.033,4.778,0.755,0.819,0.06,6.061,4.432,0.316,0.003,1.336,1.162,0.83,0.195,2.5,0.0,0.371,0.036,6.114,1.917,1.649,0.255,8.561,4.432
2016-05-13,0.084,0.032,9.688,3.916,2.305,0.081,15.209,13.635,0.319,0.003,1.339,1.172,0.84,0.196,2.514,0.0,0.403,0.035,11.027,5.088,3.145,0.277,17.723,13.635
2016-05-14,0.056,0.032,8.775,3.11,1.049,0.121,13.37,6.334,0.32,0.003,1.342,1.181,0.85,0.197,2.526,0.0,0.376,0.035,10.116,4.291,1.899,0.318,15.896,6.334
2016-05-15,0.05,0.033,6.744,1.685,0.627,0.114,9.492,4.856,0.321,0.003,1.343,1.191,0.859,0.197,2.537,0.0,0.37,0.036,8.087,2.876,1.486,0.311,12.029,4.856
2016-05-16,0.051,0.034,6.848,1.746,3.164,0.043,9.683,16.963,0.32,0.003,1.343,1.201,0.87,0.197,2.548,0.0,0.371,0.037,8.192,2.947,4.033,0.24,12.231,16.963
2016-05-17,0.049,0.033,16.539,13.602,2.803,0.122,30.507,18.044,0.319,0.003,1.345,1.213,0.881,0.197,2.561,0.0,0.368,0.036,17.883,14.815,3.684,0.318,33.068,18.044
2016-05-18,0.047,0.036,9.821,4.042,1.616,0.103,15.481,12.842,0.316,0.003,1.346,1.225,0.893,0.196,2.575,0.0,0.363,0.039,11.167,5.268,2.509,0.299,18.056,12.842
2016-05-19,0.045,0.035,8.568,2.942,1.087,0.103,12.961,9.845,0.313,0.003,1.349,1.239,0.906,0.195,2.591,0.0,0.358,0.038,9.916,4.181,1.993,0.298,15.552,9.845
2016-05-20,0.045,0.036,6.834,1.737,0.849,0.061,9.656,8.892,0.309,0.003,1.351,1.254,0.92,0.194,2.609,0.0,0.354,0.038,8.185,2.991,1.769,0.255,12.265,8.892
2016-05-21,0.179,0.041,9.036,3.33,1.197,0.105,13.891,11.452,0.304,0.003,1.354,1.27,0.934,0.192,2.627,0.0,0.483,0.043,10.391,4.599,2.132,0.298,16.518,11.452
2016-05-22,0.1,0.038,8.574,2.946,0.812,0.161,12.973,9.015,0.299,0.003,1.358,1.286,0.949,0.191,2.647,0.0,0.399,0.041,9.932,4.232,1.761,0.352,15.62,9.015
2016-05-23,0.075,0.041,7.324,2.041,0.648,0.105,10.567,8.059,0.293,0.003,1.361,1.303,0.965,0.189,2.668,0.0,0.368,0.043,8.685,3.344,1.613,0.293,13.235,8.059
2016-05-24,0.103,0.041,6.604,1.605,0.542,0.093,9.236,7.189,0.287,0.003,1.365,1.321,0.981,0.187,2.69,0.0,0.39,0.043,7.969,2.925,1.523,0.28,11.926,7.189
2016-05-25,0.084,0.04,5.947,1.257,0.459,0.078,8.059,6.729,0.28,0.003,1.369,1.339,0.997,0.184,2.712,0.0,0.364,0.043,7.317,2.596,1.456,0.262,10.771,6.729
2016-05-26,0.075,0.039,5.635,1.109,0.404,0.077,7.512,6.383,0.273,0.003,1.374,1.357,1.014,0.182,2.735,0.0,0.348,0.042,7.009,2.466,1.418,0.259,10.247,6.383
2016-05-27,0.069,0.039,5.438,1.021,0.34,0.067,7.172,5.93,0.265,0.003,1.378,1.376,1.03,0.179,2.759,0.0,0.335,0.042,6.816,2.397,1.37,0.247,9.931,5.93
2016-05-28,1.14,0.174,8.617,2.981,0.654,0.065,13.058,9.048,0.258,0.002,1.383,1.395,1.047,0.177,2.782,0.0,1.398,0.176,10.0,4.376,1.701,0.242,15.84,9.048
2016-05-29,1.313,0.165,11.516,5.856,0.717,0.131,19.046,10.133,0.25,0.002,1.388,1.414,1.063,0.174,2.806,0.0,1.563,0.168,12.904,7.27,1.781,0.305,21.852,10.133
2016-05-30,0.706,0.101,9.629,3.86,0.569,0.082,15.088,8.483,0.242,0.002,1.393,1.433,1.08,0.171,2.83,0.0,0.948,0.103,11.022,5.293,1.648,0.253,17.918,8.483
2016-05-31,0.453,0.084,8.475,2.868,0.484,0.051,12.778,7.68,0.234,0.002,1.398,1.451,1.096,0.168,2.854,0.0,0.687,0.087,9.872,4.319,1.58,0.219,15.632,7.68
2016-06-01,0.383,0.089,8.724,3.068,0.446,0.148,13.27,7.085,0.226,0.002,1.402,1.47,1.112,0.165,2.877,0.0,0.609,0.091,10.127,4.538,1.557,0.313,16.147,7.085
2016-06-02,0.307,0.075,7.878,2.42,0.36,0.099,11.62,6.459,0.218,0.002,1.407,1.488,1.127,0.162,2.9,0.0,0.526,0.077,9.285,3.907,1.488,0.261,14.52,6.459
2016-06-03,0.258,0.068,6.798,1.717,0.316,0.07,9.591,6.138,0.21,0.002,1.412,1.505,1.142,0.159,2.922,0.0,0.469,0.071,8.21,3.222,1.458,0.23,12.513,6.138
2016-06-04,0.22,0.065,6.253,1.413,0.291,0.062,8.603,5.919,0.203,0.002,1.417,1.522,1.156,0.157,2.944,0.0,0.423,0.067,7.67,2.935,1.447,0.218,11.547,5.919
2016-06-05,0.191,0.062,5.809,1.19,0.277,0.057,7.815,5.77,0.196,0.002,1.421,1.538,1.17,0.154,2.965,0.0,0.387,0.064,7.229,2.728,1.447,0.21,10.78,5.77
2016-06-06,0.167,0.06,5.095,0.877,0.262,0.054,6.589,5.649,0.189,0.002,1.425,1.554,1.183,0.151,2.984,0.0,0.356,0.062,6.52,2.431,1.445,0.204,9.573,5.649
2016-06-07,0.149,0.06,4.895,0.799,0.25,0.051,6.254,5.574,0.182,0.002,1.429,1.568,1.194,0.148,3.003,0.0,0.332,0.062,6.324,2.367,1.445,0.199,9.257,5.574
2016-06-08,0.136,0.06,4.778,0.755,0.246,0.049,6.061,5.59,0.176,0.002,1.433,1.582,1.205,0.145,3.02,0.0,0.312,0.062,6.211,2.337,1.451,0.195,9.081,5.59
2016-06-09,0.134,0.06,4.729,0.737,0.5,0.039,5.98,11.03,0.171,0.002,1.436,1.594,1.215,0.143,3.036,0.0,0.305,0.062,6.165,2.331,1.715,0.181,9.016,11.03
2016-06-10,0.179,0.059,14.289,9.678,2.788,0.057,25.221,24.921,0.166,0.002,1.439,1.605,1.223,0.14,3.051,0.0,0.345,0.061,15.729,11.283,4.011,0.197,28.272,24.921
2016-06-11,0.149,0.056,16.6,13.721,2.488,0.064,30.655,18.913,0.162,0.002,1.442,1.615,1.231,0.138,3.063,0.0,0.311,0.058,18.042,15.336,3.719,0.202,33.718,18.913
2016-06-12,0.154,0.056,14.128,9.426,2.382,0.049,24.851,20.976,0.159,0.002,1.444,1.623,1.237,0.136,3.074,0.0,0.313,0.058,15.572,11.049,3.619,0.184,27.925,20.976
2016-06-13,0.136,0.055,14.638,10.237,1.591,0.13,26.025,15.813,0.156,0.002,1.446,1.63,1.241,0.134,3.083,0.0,0.292,0.057,16.084,11.867,2.832,0.264,29.108,15.813
2016-06-14,0.116,0.056,12.598,7.217,1.154,0.082,21.406,12.781,0.154,0.002,1.447,1.635,1.244,0.132,3.089,0.0,0.271,0.057,14.045,8.853,2.397,0.214,24.495,12.781
2016-06-15,0.113,0.056,11.34,5.65,1.052,0.066,18.668,11.276,0.154,0.002,1.448,1.639,1.245,0.13,3.094,0.0,0.267,0.057,12.788,7.289,2.298,0.196,21.762,11.276
2016-06-16,0.107,0.055,10.994,5.257,0.911,0.063,17.93,9.946,0.153,0.002,1.449,1.64,1.243,0.129,3.095,0.0,0.261,0.057,12.443,6.896,2.154,0.192,21.025,9.946
2016-06-17,0.098,0.055,9.805,4.027,0.742,0.061,15.449,8.906,0.153,0.002,1.449,1.638,1.237,0.127,3.093,0.0,0.251,0.057,11.254,5.665,1.979,0.188,18.542,8.906
2016-06-18,0.093,0.055,8.86,3.18,0.639,0.06,13.539,8.248,0.152,0.002,1.449,1.632,1.227,0.125,3.088,0.0,0.245,0.057,10.309,4.813,1.866,0.186,16.627,8.248
2016-06-19,0.093,0.055,8.195,2.652,0.611,0.055,12.232,7.842,0.152,0.002,1.449,1.625,1.213,0.124,3.081,0.0,0.245,0.057,9.644,4.277,1.824,0.178,15.313,7.842
2016-06-20,0.09,0.056,8.003,2.51,0.572,0.06,11.861,7.451,0.151,0.002,1.449,1.614,1.196,0.121,3.071,0.0,0.241,0.057,9.453,4.124,1.768,0.182,14.932,7.451
2016-06-21,0.086,0.056,7.703,2.296,0.54,0.061,11.285,7.478,0.15,0.002,1.449,1.601,1.175,0.119,3.058,0.0,0.236,0.058,9.153,3.898,1.715,0.18,14.343,7.478
2016-06-22,0.088,0.058,7.751,2.33,0.751,0.059,11.377,8.558,0.149,0.002,1.449,1.586,1.152,0.117,3.043,0.0,0.237,0.06,9.201,3.916,1.903,0.176,14.42,8.558
2016-06-23,0.09,0.058,9.914,4.132,1.056,0.058,15.673,9.418,0.148,0.002,1.45,1.569,1.125,0.115,3.026,0.0,0.238,0.06,11.364,5.702,2.182,0.172,18.699,9.418
2016-06-24,0.086,0.057,10.146,4.361,0.904,0.074,16.152,9.475,0.147,0.002,1.45,1.551,1.097,0.113,3.008,0.0,0.233,0.059,11.596,5.912,2.0,0.186,19.16,9.475
2016-06-25,0.078,0.057,9.263,3.528,0.693,0.074,14.347,8.346,0.146,0.002,1.45,1.53,1.066,0.11,2.987,0.0,0.224,0.059,10.713,5.058,1.76,0.184,17.334,8.346
2016-06-26,0.102,0.061,8.879,3.196,0.666,0.069,13.576,8.159,0.145,0.002,1.45,1.509,1.034,0.108,2.966,0.0,0.247,0.063,10.328,4.704,1.7,0.177,16.542,8.159
2016-06-27,0.107,0.078,8.599,2.967,0.617,0.084,13.023,7.743,0.144,0.002,1.45,1.485,1.0,0.105,2.943,0.0,0.251,0.08,10.049,4.452,1.617,0.19,15.966,7.743
2016-06-28,0.104,0.064,8.018,2.521,0.554,0.076,11.889,7.205,0.142,0.002,1.45,1.461,0.965,0.103,2.919,0.0,0.247,0.066,9.468,3.982,1.518,0.179,14.808,7.205
2016-06-29,0.097,0.053,7.615,2.236,0.488,0.076,11.118,6.753,0.141,0.002,1.45,1.436,0.929,0.101,2.894,0.0,0.238,0.055,9.066,3.672,1.417,0.177,14.012,6.753
2016-06-30,0.094,0.049,7.183,1.951,0.462,0.063,10.304,6.707,0.14,0.002,1.451,1.411,0.892,0.098,2.869,0.0,0.234,0.051,8.634,3.362,1.353,0.162,13.173,6.707
2016-07-01,0.09,0.048,7.364,2.067,0.434,0.1,10.642,6.362,0.138,0.002,1.504,1.385,0.854,0.096,2.896,0.0,0.229,0.05,8.867,3.452,1.288,0.196,13.538,6.362
2016-07-02,0.082,0.048,6.859,1.753,0.38,0.088,9.703,6.08,0.137,0.002,1.504,1.358,0.817,0.094,2.87,0.0,0.219,0.05,8.363,3.111,1.197,0.181,12.573,6.08
2016-07-03,0.082,0.047,6.478,1.534,0.358,0.074,9.008,5.948,0.136,0.002,1.505,1.332,0.78,0.092,2.845,0.0,0.218,0.05,7.983,2.866,1.138,0.166,11.853,5.948
2016-07-04,0.08,0.047,6.19,1.38,0.35,0.062,8.489,5.856,0.135,0.002,1.506,1.305,0.743,0.09,2.819,0.0,0.214,0.049,7.696,2.685,1.093,0.152,11.308,5.856
2016-07-05,0.082,0.046,5.992,1.279,0.335,0.055,8.137,5.723,0.133,0.002,1.507,1.279,0.706,0.088,2.794,0.0,0.215,0.049,7.498,2.558,1.042,0.143,10.931,5.723
2016-07-06,0.074,0.046,5.398,1.003,0.31,0.062,7.104,5.51,0.132,0.002,1.508,1.253,0.671,0.086,2.769,0.0,0.207,0.048,6.906,2.256,0.982,0.148,9.873,5.51
2016-07-07,0.071,0.045,5.608,1.097,0.295,0.058,7.466,5.365,0.131,0.002,1.51,1.228,0.637,0.085,2.746,0.0,0.202,0.048,7.118,2.324,0.932,0.143,10.212,5.365
2016-07-08,0.071,0.046,5.741,1.158,0.299,0.03,7.697,5.447,0.13,0.002,1.511,1.203,0.605,0.083,2.723,0.0,0.2,0.048,7.252,2.361,0.904,0.113,10.42,5.447
2016-07-09,0.075,0.054,5.609,1.097,0.29,0.076,7.468,5.248,0.129,0.002,1.513,1.18,0.574,0.082,2.702,0.0,0.204,0.056,7.123,2.277,0.864,0.158,10.17,5.248
2016-07-10,0.066,0.049,5.116,0.885,0.266,0.071,6.624,5.045,0.128,0.002,1.515,1.158,0.545,0.081,2.682,0.0,0.194,0.052,6.631,2.043,0.811,0.152,9.306,5.045
2016-07-11,0.064,0.047,4.924,0.81,0.248,0.059,6.303,4.938,0.127,0.002,1.518,1.137,0.519,0.08,2.663,0.0,0.191,0.05,6.442,1.947,0.767,0.139,8.966,4.938
2016-07-12,0.06,0.048,4.805,0.765,0.24,0.052,6.106,4.86,0.126,0.002,1.521,1.118,0.495,0.079,2.647,0.0,0.187,0.05,6.326,1.883,0.735,0.132,8.753,4.86
2016-07-13,0.089,0.049,6.045,1.306,1.016,0.027,8.232,11.934,0.126,0.002,1.524,1.1,0.474,0.079,2.633,0.0,0.214,0.051,7.569,2.406,1.491,0.106,10.865,11.934
2016-07-14,0.214,0.049,17.777,16.094,4.494,0.149,33.514,17.192,0.125,0.002,1.527,1.085,0.457,0.079,2.62,0.0,0.339,0.052,19.304,17.178,4.951,0.228,36.134,17.192
2016-07-15,0.192,0.046,14.168,9.488,3.103,0.205,24.943,15.967,0.124,0.002,1.531,1.071,0.443,0.079,2.611,0.0,0.317,0.049,15.699,10.559,3.546,0.284,27.554,15.967
2016-07-16,0.179,0.044,13.198,8.044,1.87,0.192,22.744,13.481,0.124,0.002,1.541,1.058,0.43,0.079,2.608,0.0,0.303,0.047,14.739,9.103,2.3,0.271,25.352,13.481
2016-07-17,0.162,0.044,10.212,4.427,1.308,0.123,16.289,10.247,0.123,0.002,1.565,1.045,0.418,0.079,2.618,0.0,0.286,0.046,11.777,5.472,1.725,0.203,18.907,10.247
2016-07-18,0.144,0.043,8.668,3.022,1.034,0.102,13.159,8.59,0.123,0.002,1.6,1.03,0.405,0.08,2.639,0.0,0.267,0.045,10.268,4.052,1.44,0.182,15.798,8.59
2016-07-19,0.132,0.044,7.702,2.295,0.934,0.091,11.282,7.886,0.122,0.002,1.647,1.015,0.393,0.081,2.67,0.0,0.254,0.046,9.348,3.31,1.327,0.172,13.952,7.886
2016-07-20,0.121,0.042,7.366,2.069,0.837,0.09,10.647,7.284,0.121,0.002,1.704,0.998,0.38,0.082,2.711,0.0,0.242,0.044,9.07,3.068,1.216,0.172,13.358,7.284
2016-07-21,0.107,0.04,6.67,1.642,0.704,0.087,9.356,6.641,0.12,0.002,1.77,0.982,0.367,0.083,2.76,0.0,0.228,0.043,8.44,2.624,1.071,0.17,12.116,6.641
2016-07-22,0.097,0.041,5.976,1.271,0.621,0.09,8.109,6.135,0.119,0.002,1.844,0.965,0.355,0.084,2.817,0.0,0.217,0.044,7.82,2.236,0.975,0.173,10.926,6.135
2016-07-23,0.094,0.042,5.658,1.12,0.609,0.088,7.553,6.362,0.118,0.002,1.927,0.947,0.342,0.085,2.882,0.0,0.212,0.045,7.585,2.067,0.952,0.173,10.435,6.362
2016-07-24,0.538,0.082,12.666,7.309,4.031,0.124,21.558,22.54,0.117,0.002,2.015,0.929,0.33,0.086,2.953,0.0,0.655,0.084,14.681,8.238,4.361,0.21,24.511,22.54
2016-07-25,0.434,0.061,16.004,12.601,2.207,0.311,29.23,15.623,0.116,0.002,2.11,0.911,0.318,0.087,3.029,0.0,0.55,0.064,18.114,13.512,2.525,0.398,32.259,15.623
2016-07-26,0.308,0.052,12.37,6.917,1.539,0.203,20.904,11.815,0.115,0.002,2.209,0.893,0.306,0.089,3.11,0.0,0.423,0.054,14.579,7.81,1.845,0.292,24.014,11.815
2016-07-27,0.253,0.048,10.952,5.21,1.245,0.166,17.84,9.587,0.114,0.002,2.312,0.874,0.294,0.09,3.195,0.0,0.367,0.051,13.264,6.084,1.539,0.256,21.035,9.587
2016-07-28,0.219,0.047,10.476,4.698,1.353,0.144,16.839,9.967,0.113,0.002,2.419,0.856,0.283,0.092,3.283,0.0,0.332,0.05,12.895,5.554,1.636,0.236,20.122,9.967
2016-07-29,0.191,0.044,10.146,4.36,1.116,0.159,16.151,8.651,0.112,0.002,2.527,0.838,0.272,0.093,3.373,0.0,0.303,0.047,12.673,5.198,1.388,0.252,19.524,8.651
2016-07-30,0.602,0.044,9.297,3.558,1.052,0.135,14.415,8.355,0.111,0.002,2.637,0.82,0.261,0.095,3.465,0.0,0.713,0.046,11.934,4.378,1.313,0.23,17.88,8.355
2016-07-31,0.79,0.042,9.332,3.589,0.981,0.182,14.485,7.741,0.11,0.002,2.747,0.803,0.251,0.096,3.557,0.0,0.9,0.045,12.078,4.391,1.232,0.278,18.042,7.741
2016-08-01,0.863,0.042,8.633,2.994,0.833,0.153,13.09,7.014,0.109,0.002,2.742,0.785,0.241,0.098,3.535,0.0,0.972,0.044,11.375,3.78,1.074,0.251,16.625,7.014
2016-08-02,0.91,0.041,8.198,2.654,0.755,0.139,12.237,6.541,0.108,0.002,2.85,0.769,0.231,0.1,3.626,0.0,1.017,0.044,11.047,3.423,0.986,0.239,15.863,6.541
2016-08-03,1.185,0.045,8.121,2.597,0.756,0.13,12.089,6.53,0.106,0.002,2.955,0.753,0.222,0.101,3.716,0.0,1.291,0.048,11.077,3.35,0.978,0.231,15.805,6.53
2016-08-04,1.952,0.095,9.292,3.553,0.778,0.165,14.404,6.537,0.105,0.002,3.058,0.738,0.214,0.103,3.803,0.0,2.057,0.097,12.349,4.291,0.992,0.268,18.207,6.537
2016-08-05,2.307,0.094,9.435,3.682,0.705,0.32,14.694,6.043,0.104,0.002,3.156,0.723,0.206,0.104,3.887,0.0,2.411,0.096,12.591,4.405,0.911,0.424,18.581,6.043
2016-08-06,2.61,0.145,9.148,3.426,0.657,0.311,14.115,5.81,0.103,0.002,3.249,0.71,0.198,0.106,3.967,0.0,2.713,0.147,12.398,4.136,0.856,0.416,18.082,5.81
2016-08-07,2.567,0.121,8.335,2.759,0.58,0.325,12.504,5.444,0.102,0.002,3.337,0.697,0.192,0.107,4.041,0.0,2.669,0.123,11.672,3.456,0.772,0.432,16.545,5.444
2016-08-08,2.367,0.082,7.401,2.092,0.511,0.292,10.712,5.284,0.102,0.002,3.417,0.685,0.186,0.108,4.11,0.0,2.468,0.084,10.818,2.777,0.696,0.4,14.822,5.284
2016-08-09,2.436,0.068,7.123,1.914,0.492,0.243,10.192,5.148,0.101,0.002,3.49,0.675,0.18,0.109,4.173,0.0,2.537,0.07,10.613,2.589,0.672,0.353,14.365,5.148
2016-08-10,2.375,0.062,6.773,1.701,0.467,0.233,9.544,5.067,0.1,0.002,3.555,0.666,0.176,0.111,4.228,0.0,2.475,0.064,10.327,2.367,0.643,0.344,13.772,5.067
2016-08-11,2.334,0.059,6.821,1.73,0.45,0.205,9.633,5.095,0.099,0.002,3.609,0.658,0.172,0.112,4.274,0.0,2.433,0.061,10.43,2.388,0.622,0.316,13.907,5.095
2016-08-12,2.645,0.057,6.44,1.513,0.459,0.149,8.938,5.409,0.099,0.002,3.654,0.652,0.169,0.113,4.312,0.0,2.743,0.059,10.093,2.165,0.628,0.261,13.25,5.409
2016-08-13,3.542,0.055,7.043,1.864,0.613,0.227,10.042,6.687,0.098,0.002,3.687,0.647,0.167,0.113,4.34,0.0,3.64,0.057,10.729,2.51,0.78,0.34,14.382,6.687
2016-08-14,5.845,0.054,7.947,2.469,0.579,0.283,11.752,6.272,0.098,0.002,3.707,0.644,0.165,0.114,4.358,0.0,5.942,0.056,11.654,3.113,0.744,0.397,16.11,6.272
2016-08-15,6.367,0.052,7.319,2.038,0.542,0.219,10.558,6.054,0.097,0.002,3.715,0.642,0.165,0.115,4.364,0.0,6.464,0.054,11.034,2.68,0.706,0.333,14.922,6.054
2016-08-16,5.924,0.052,7.22,1.975,0.523,0.199,10.372,5.99,0.097,0.002,3.714,0.642,0.165,0.115,4.363,0.0,6.021,0.054,10.934,2.616,0.688,0.314,14.735,5.99
2016-08-17,5.275,0.052,6.831,1.736,0.497,0.196,9.651,5.824,0.097,0.002,3.71,0.641,0.165,0.115,4.358,0.0,5.372,0.054,10.541,2.377,0.662,0.311,14.009,5.824
2016-08-18,4.54,0.052,6.507,1.55,0.476,0.198,9.059,5.735,0.096,0.002,3.703,0.641,0.165,0.115,4.351,0.0,4.636,0.053,10.21,2.191,0.641,0.313,13.41,5.735
2016-08-19,4.12,0.051,6.126,1.347,0.439,0.19,8.376,5.568,0.096,0.002,3.693,0.641,0.165,0.115,4.341,0.0,4.216,0.053,9.82,1.988,0.604,0.305,12.717,5.568
2016-08-20,3.811,0.051,5.618,1.101,0.412,0.195,7.483,5.416,0.096,0.002,3.681,0.641,0.166,0.115,4.328,0.0,3.906,0.053,9.299,1.742,0.577,0.31,11.811,5.416
2016-08-21,3.632,0.051,5.423,1.014,0.401,0.199,7.147,5.479,0.096,0.002,3.665,0.641,0.166,0.114,4.313,0.0,3.728,0.053,9.088,1.655,0.567,0.313,11.46,5.479
2016-08-22,4.071,0.05,6.29,1.432,0.742,0.213,8.668,7.343,0.095,0.002,3.647,0.642,0.166,0.113,4.295,0.0,4.166,0.052,9.937,2.074,0.908,0.326,12.963,7.343
2016-08-23,3.919,0.049,7.599,2.225,0.623,0.227,11.087,6.408,0.095,0.002,3.627,0.642,0.166,0.113,4.276,0.0,4.014,0.05,11.226,2.867,0.789,0.339,15.363,6.408
2016-08-24,3.985,0.049,6.334,1.456,0.53,0.221,8.748,5.792,0.095,0.002,3.605,0.642,0.167,0.112,4.254,0.0,4.079,0.051,9.939,2.098,0.697,0.333,13.002,5.792
2016-08-25,3.912,0.049,5.795,1.183,0.5,0.24,7.791,5.604,0.094,0.002,3.581,0.643,0.167,0.111,4.23,0.0,4.006,0.051,9.375,1.827,0.667,0.35,12.021,5.604
2016-08-26,4.114,0.052,5.908,1.238,0.548,0.193,7.989,6.042,0.094,0.002,3.554,0.644,0.168,0.11,4.205,0.0,4.208,0.054,9.462,1.882,0.716,0.303,12.194,6.042
2016-08-27,4.801,0.055,6.942,1.802,0.561,0.403,9.856,5.929,0.094,0.001,3.527,0.644,0.168,0.108,4.178,0.0,4.895,0.057,10.469,2.447,0.729,0.511,14.034,5.929
2016-08-28,4.202,0.051,6.189,1.38,0.493,0.361,8.488,5.574,0.094,0.001,3.497,0.645,0.168,0.107,4.149,0.0,4.296,0.052,9.686,2.025,0.661,0.468,12.637,5.574
2016-08-29,3.843,0.048,5.635,1.109,0.466,0.331,7.513,5.415,0.093,0.001,3.466,0.646,0.169,0.106,4.119,0.0,3.936,0.05,9.102,1.755,0.635,0.438,11.632,5.415
2016-08-30,3.442,0.046,5.337,0.977,0.444,0.303,7.0,5.323,0.093,0.001,3.434,0.647,0.169,0.105,4.088,0.0,3.535,0.048,8.771,1.624,0.613,0.408,11.088,5.323
2016-08-31,3.106,0.046,5.403,1.005,0.419,0.291,7.112,5.208,0.093,0.001,3.401,0.648,0.17,0.104,4.055,0.0,3.199,0.047,8.804,1.653,0.589,0.395,11.167,5.208
2016-09-01,2.924,0.047,6.23,1.401,0.399,0.292,8.561,5.143,0.093,0.001,3.367,0.644,0.171,0.102,4.017,0.0,3.017,0.048,9.597,2.045,0.57,0.395,12.578,5.143
2016-09-02,2.755,0.046,6.787,1.71,0.419,0.283,9.57,5.244,0.093,0.001,3.332,0.645,0.171,0.101,3.983,0.0,2.847,0.047,10.119,2.355,0.59,0.385,13.553,5.244
2016-09-03,2.547,0.045,6.849,1.747,0.426,0.297,9.685,5.339,0.092,0.001,3.296,0.646,0.172,0.1,3.949,0.0,2.639,0.046,10.146,2.393,0.598,0.397,13.634,5.339
2016-09-04,2.389,0.047,6.124,1.346,0.412,0.266,8.372,5.631,0.092,0.001,3.26,0.647,0.172,0.099,3.913,0.0,2.481,0.048,9.384,1.993,0.585,0.365,12.285,5.631
2016-09-05,2.39,0.046,7.444,2.121,0.655,0.292,10.794,8.779,0.092,0.001,3.224,0.648,0.173,0.098,3.878,0.0,2.482,0.047,10.668,2.768,0.828,0.39,14.672,8.779
2016-09-06,2.268,0.048,8.275,2.713,0.567,0.303,12.387,7.328,0.092,0.001,3.187,0.649,0.174,0.097,3.842,0.0,2.359,0.049,11.462,3.361,0.741,0.4,16.229,7.328
2016-09-07,2.006,0.058,8.066,2.556,0.497,0.295,11.982,6.497,0.091,0.001,3.15,0.649,0.174,0.096,3.806,0.0,2.097,0.059,11.216,3.206,0.671,0.391,15.788,6.497
2016-09-08,1.862,0.06,8.379,2.793,0.474,0.42,12.591,6.028,0.091,0.001,3.114,0.65,0.175,0.095,3.77,0.0,1.954,0.061,11.493,3.443,0.649,0.515,16.361,6.028
2016-09-09,1.733,0.056,8.359,2.778,0.434,0.474,12.552,5.868,0.091,0.001,3.077,0.651,0.176,0.095,3.734,0.0,1.824,0.057,11.437,3.429,0.609,0.569,16.286,5.868
2016-09-10,1.594,0.046,7.172,1.944,0.422,0.551,10.282,6.065,0.091,0.001,3.041,0.652,0.176,0.094,3.699,0.0,1.685,0.047,10.213,2.596,0.599,0.646,13.981,6.065
2016-09-11,1.503,0.046,7.417,2.102,0.406,0.272,10.742,7.185,0.091,0.001,3.006,0.652,0.177,0.094,3.664,0.0,1.594,0.047,10.423,2.754,0.583,0.366,14.406,7.185
2016-09-12,1.412,0.044,7.165,1.94,0.375,0.16,10.27,7.919,0.09,0.001,2.971,0.653,0.178,0.094,3.63,0.0,1.503,0.044,10.136,2.593,0.553,0.254,13.9,7.919
2016-09-13,1.336,0.043,7.582,2.213,0.36,0.093,11.054,8.559,0.09,0.001,2.937,0.653,0.179,0.094,3.597,0.0,1.426,0.043,10.519,2.866,0.539,0.187,14.651,8.559
